barrio,precio,hab,baño,aseo,superficie,fecha_constr,planta,lavadero,trastero,terraza,calefaccion,parking,acc,ascensor,lat,lon,url,text
Fort Pienc,450.000 €,3 habitaciones,2 Baños,,Superficie 82 m,Año construcción 2003,Planta número 4,,Trastero ,Balcón / Terraza 6 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3911761","VGPSLon\"":2.1880810",https://www.habitaclia.com/comprar-piso-frente_al_parque_muy_tranquilo-barcelona-i2505004132996.htm?pag=81&ady=1&f=&from=list&lo=59," *- Inmobiliaria Group Andreu presenta al mercado este confortable piso seminuevo, con una superficie construida de 82 m² mas la plaza de parking con una superficie construida de 35 m² ( 14 m² útiles), edificada por Metro 3 el 2004, acabados de gran calidad, con ascensor. *- Finca ubicada en un punto estratégico, infraestructuras de todo tipo, muy bien comunicada, frente al parque de la Estació del Nord uno de los principales pulmones de Barcelona, a 100 m. del Parc de la Ciutadella, a 100 m. del Arc de Triomf, 100 m. de las estaciones Marina i Arc de Triomf de la Línea 1 y a 100 m. de la UPF (Universitat Pompeu Fabra-Ciutadella).  *- La vivienda esta distribuida en tres habitaciones, dos baños, salón comedor, cocina, terraza y cuarto de limpieza. *- Las habitaciones son: una suite con un amplio baño, dos armarios empotrados, ventila a exterior; dos individuales también con armarios empotrados; en el distribuidor encontramos otro armario empotrado donde tenemos el acumulador de agua sanitaria de gran capacidad, más de 250 Litros y espacio para elementos de limpieza. *- El Baño principal está equipado con bañera y el secundario con plato de ducha. *- Cocina independiente, luminosa, exterior, equipada con todo tipo de electrodomésticos, mediante puerta corredera queda aislada del salón comedor; Electrodomésticos incluidos: cocina, horno, lavadora, nevera, lavaplatos. *- Gran salón comedor, amplio, muy luminoso, con salida terraza. *- Terraza grande, soleada, sin ruidos. *- El piso se entrega recién pintado, sin muebles, parquet nuevo. *- Acabados de calidad, parquet, climatización por conductos con aire acondicionado, dobles puertas de seguridad con cerraduras blindadas, dobles vidrios con capacidad de aislamiento acústico y térmico. *- Posibilidad de plaza de parquin en la misma finca, 100 € de alquiler. *- Condiciones de contrato dos meses de fianza, gastos de contrato, honorarios de agencia 10 % de una anualidad y el mes corriente."
Fort Pienc,535.000 €,3 habitaciones,2 Baños,,Superficie 98 m,Año construcción 1939,Planta número 4,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4032254","VGPSLon\"":2.1773495",https://www.habitaclia.com/comprar-piso-nuevo_un_encanto_excepcional-barcelona-i1507003825203.htm?pag=81&ady=1&f=&from=list&lo=59," VENTA EXCLUSIVA DE HABITA BARCELONA. Nuevo y con un encanto excepcional. Piso recién reformado situado en una cuarta planta de una finca regia, totalmente rehabilitada, con ascensor. Consta de un salón comedor muy agradable, con salida a balcón y vistas al jardín interior; cocina tipo americano y tres habitaciones. La habitación principal tiene el baño en suite y salida a un balcón y hay otras dos habitaciones individuales que comparten un segundo baño que es amplio, con plato de ducha. Tiene suelos de parquet, armarios empotrados en todas las habitaciones, calefacción y aire acondicionado en toda la vivienda. Está muy bien comunicado, cerca de transportes públicos y con todo tipo de servicios a escasos metros de distancia Nota: Gastos de impuestos y notaría no incluídos HABITA BARCELONA. New and with an exceptional charm. Newly renovated apartment located on a fourth floor of a finca regia, fully renovated, with elevator. It consists of a very nice living room with access to a balcony and views of the interior garden; American-style kitchen and three rooms. The main room has an en-suite bathroom and access to a balcony and there are two other single rooms that share a second bathroom that is spacious, with a shower. It has parquet floors, fitted wardrobes in all rooms, heating and air conditioning throughout the house. It is very well connected, close to public transport and with all kinds of services a few meters away. Note: Tax and notary expenses not included HABITA BARCELONA.  Nou i amb un encant excepcional. Pis acabat de reformar situat en una quarta planta d´una finca règia, totalment rehabilitada, amb ascensor. Consta d´un saló menjador molt agradable, amb sortida a balcó i vistes a jardí interior; cuina tipus americà i tres habitacions. L´habitació principal té el bany en suite i sortida a un balcó i hi ha dues habitacions individuals que comparteixen un segon bany que és ampli, amb plat de dutxa. Té terres de parquet, armaris encastats a totes les habitacions, calefacció i aire condicionat a tot l´habitatge. Està molt ben comunicat, a prop de transports públics i amb tot tipus de serveis a escassos metres de distància. Nota: Despeses d´impostos i notaria no inclosos"
Fort Pienc,450.000 €,3 habitaciones,2 Baños,,Superficie 100 m,Año construcción 1965,Planta número 2,Lavadero ,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4003618","VGPSLon\"":2.1750703",https://www.habitaclia.com/comprar-piso-reforma_integral_3h_2_ba_asc-barcelona-i11970003762348.htm?pag=81&ady=1&f=&from=list&lo=59," ´Excelente inmueble de 100m2 construidos, de los cuales 93m2 pertenecen a vivienda´. Se trata de un 3er piso (real) en finca del año 1965, en buen estado de conservación. DISTRIBUCIÓN: - Salón comedor de 33 m2, exterior con salida al balcón y orientación suroeste. - Cocina americana de 9,50 m2 totalmente equipada con electrodomésticos Bosch encastados, armarios altos y bajos, península con zona de cocción de inducción, extractor en techo y zona de desayunos para colocar taburetes.  - 3 dormitorios, el principal exterior de 12 m2 orientado a patio de manzana y salida al balcón - 1 Baño principal con ducha, armario con lavadora y secadora Bosch y mueble tocador con cesto de ropa sucia integrado - 1 Aseo con cabina de ducha y espacios de almacenaje en el mueble de la pica y en el espejo EXTRAS: * Suelos laminados en madera * Climatización frio-calor en toda la vivienda * Carpintería exterior de aluminio * Cristal cámara * Luces directas e indirectas led y puntos de TV e internet en todas las estancias * Ascensor * Puerta de seguridad LA ZONA: La localización a escasos 50 metros de la Avenida Diagonal  y escasos 400 metros del Passeig San Joan, en el Barrio de Fort Pienc tan solo a una calle la Dreta de l´Eixample, hace de esta ubicación un perfecto lugar donde encontrar reconocidos hoteles,  prestigiosos restaurantes y numerosos patrimonios culturales de la ciudad de Barcelona.  Está muy bien comunicada con la red de transporte público de la ciudad , se puede fácilmente ir andando a la estación de  metro L2 linea lila ´MONUMENTAL´ a escasos 2 minutos  y  muy cerca de las paradas las Bus tmb. cat y ambmobilitat. cat conexión con lineas,B24, D50, H10, H1, N7 * El precio incluye los muebles y electrodomésticos, relacionados y fotografiados en el anuncio."
Fort Pienc,275.000 €,3 habitaciones,2 Baños,,Superficie 80 m,Año construcción 1980,Planta número 1,Lavadero ,,,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3990167","VGPSLon\"":2.1833797",https://www.habitaclia.com/comprar-piso-a_reformar_muchas_posibilidades_calle_casp_171-barcelona-i10803003671265.htm?pag=81&ady=1&f=&from=list&lo=59," Vivienda en venta a reformar con muchas posibilidades, IDEAL POR ZONA Y PRECIO.   Se encuentra en calle Casp, 171, en una magnífica ubicación próxima al Mercat dels Encants, a la Torre Agbar y a l´Auditori. La vivienda se sitúa en primera planta de finca con ascensor y con fácil acceso, en el barrio del Fort Pienc. Buenas comunicaciones por metro, autobuses y Bicing.   Consta de una superficie de 80m2 (94m2 construidos) y se distribuye en:  - Amplio comedor de 20m2 con salida a balcón.   - Cocina de 7m2 en forma cuadrada con salida a amplio lavadero.    - Habitación doble tipo Suite de 11m2 con mucha luz natural, vestidor y baño.   - 2 Habitaciones individuales con ventilación por patio interior.  - 1 Baño completo con plato de ducha.    Posibilidad de modificar la distribución según el proyecto del nuevo propietario.    Suministro de luz dado de alta. Pendiente de dar de alta el suministro del agua. Gastos de comunidad: 43.24€/mes - IBI: 61€/mes Si lo deseas, también puedes contactar con nosotros mediante VIDEOLLAMADA sin tener que registrarte ni bajarte ninguna App. ¡Solo tienes que indicárnoslo en el formulario de contacto del portal inmobiliario! Honorarios venta: 3% del importe final de compraventa a cargo del comprador. Al precio de venta se le habrán de incrementar los correspondientes gastos de adquisición (ITP 10%, tipo general, Notaria, registro y gestión)."
Fort Pienc,350.000 €,3 habitaciones,1 Baño,1 Aseo,Superficie 92 m,Año construcción 1948,Planta número 6,Lavadero ,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.4014350","VGPSLon\"":2.1820099",https://www.habitaclia.com/comprar-piso-alto_y_luminoso_en_eixample_calle_diputacio_466-barcelona-i12577004136640.htm?pag=81&ady=1&f=&from=list&lo=59," En este piso del Fort Pienc se respira mucha tranquilidad y alegría, tiene mucha luz gracias a su altura. Al abrir las ventanas corre una brisa fantástica que acompañarán desayunos, comidas y cenas en el salón-comedor. La vivienda de 92 m2 construidos (83m2 vivienda y 9m2 elementos comunes) se encuentra distribuida en un recibidor, amplio salón-comedor, tres dormitorios (2 habitaciones dobles y 1 habitación individual) cocina independiente equipada, cuarto de baño completo con bañera, aseo y balcón. Se trata de una sexta planta en finca con ascensor. El inmueble es muy luminoso y dispone de suelo de suelos hidráulicos de origen, calefacción con radiadores en las diferentes estancias y puerta de seguridad principal. Está situado en una inmejorable ubicación, a sólo 15 min andando de la playa y a 15 min de Plaza Catalunya. Ubicado en una de las zonas más exclusivas de la ciudad y rodeado de áreas verdes, mercados, supermercados, cafeterías, restaurantes, centros de salud, gimnasios, colegios y parques. Cercano al centro comercial las glorias, auditorio nacional y líneas de metro, tren y autobuses."
Fort Pienc,475.000 €,3 habitaciones,1 Baño,1 Aseo,Superficie 93 m,Año construcción 2000,Planta número 5,,Trastero ,Balcón / Terraza 7 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4009016","VGPSLon\"":2.1841941",https://www.habitaclia.com/comprar-piso-propiedad_totalmente_exterior_gran_via_corts_catalanes_818-barcelona-i30649004083280.htm?pag=81&ady=1&f=&from=list&lo=59," Os presentamos este magnífico inmueble en el corazón del barri del Fort Pienc en L´Eixample. Está ubicado en Gran Via de les Corts Catalanes es totalmente exterior y esquinero, disfruta de 93 m2 construidos y 74 m2 útiles, divididos en la zona de día, por un alegre y soleado salón comedor y desde el cual tenemos acceso a un balcón donde podremos disfrutar de vistas panorámicas a la ciudad, contigua encontramos la cocina, totalmente equipada con todos los electrodomésticos. La zona de noche esta compuesta por tres habitaciones, siendo la principal tipo suitte, dispone de armarios empotrados y salida a un segundo balcón, y un baño completo con plato de ducha recién reformado. Las otras dos habitaciones son individuales pero de buena medida y también son completamente exteriores. Por último encontramos el baño principal para dar servicio al resto de estancias. Destacamos su óptima distribución, lógica y racional que ha sabido aprovechar todos los metros útiles de la vivienda, así como su altura un quinto real, y su luminosidad, este hogar es completamente exterior, goza de dos balcones de 7 m2 cada uno, con privilegiadas vistas a la ciudad condal, lo que nos permite que disfrutemos de sol y luz en cada rincón de este hogar. Sus acabados son de gran calidad, tales como carpintería de aluminio de doble cámara, persianas eléctricas, calefacción por radiadores, splits de aire acondicionado en todas las estancias, suelos de parquet y carpintería de haya, y dos prácticos trasteros ubicados en los balcones. Este hogar transmite alegría, energía y sólo nos invita al relax, es único y especial como su futuro propietario. La finca es de reciente construcción, cuenta con dos ascensores y videoportero. Su ubicación es excelente muy próximo a la plaza de Las Glorias y cercano al 22@, el barri del Fort Pienc, es uno de los barrios de moda de la codiciada Eixample, dispone de todos los servicios, una excelente red de transportes, colegios, parques y zonas verdes, supermercados, centros comerciales y multitud de tiendas y restaurantes, sin duda la mejor opción para construir nuestro futuro hogar. Us presentem aquest magnífic immoble en el cor de l´barri de l´Fort Pienc a Eixample. Està situat a la Gran Via de les Corts Catalanes és totalment exterior i cantoner, gaudeix de 93 m2 construïts i 74 m2 útils, dividits en la zona de dia, per un alegre i assolellat saló menjador i des del qual tenim accés a un balcó on podrem gaudir de vista panoràmica sobre la ciutat, contigua hi trobem la cuina, totalment equipada amb tots els electrodomèstics. La zona de nit està composta per tres habitacions, sent la principal tipus suitte, disposa d´armaris encastats i sortida a un segon balcó, i un bany complet amb plat de dutxa acabat de reformar. Les altres dues habitacions són individuals però de bona mida i també són completament exteriors. Finalment trobem el bany principal per donar servei a la resta d´estades. Destaquem la seva òptima distribució, lògica i racional que ha sabut aprofitar tots els metres útils de l´habitatge, així com la seva alçada un cinquè real, i la seva lluminositat, aquesta llar és completament exterior, gaudeix de dos balcons de 7 m2 cadascun, amb privilegiades vista sobre la ciutat comtal, el que ens permet que gaudim de sol i llum en cada racó d´aquesta llar. Els seus acabats són de gran qualitat, com ara fusteria d´alumini de doble cambra, persianes elèctriques, calefacció per radiadors, splits d´aire condicionat a totes les estances, terres de parquet i fusteria de faig, i dos pràctics trasters ubicats als balcons. Aquest llar transmet alegria, energia i només ens convida a la relaxació, és únic i especial com el seu futur propietari. La finca és de recent construcció, compta amb dos ascensors i videoporter. La seva ubicació és excel lent molt pròxim a la plaça de Les Glòries i proper a l´22 @, al barri de Fort Pienc, és un dels barris de moda de la cobejada Eixample, disposa de tots els serveis, una excel·lent xarxa de transports, escoles, parcs i zones verdes, supermercats, centres comercials i multitud de botigues i restaurants, sens dubte la millor opció per construir el nostre futur llar. We present this magnificent property in the heart of the Fort Pienc neighborhood in L´Eixample. It is located in Gran Via de les Corts Catalanes is totally exterior and corner, enjoys 93 m2 built and 74 m2 useful, divided into the day area, by a cheerful and sunny dining room and from which we have access to a balcony where we can enjoy panoramic views of the city, next door we find the kitchen, fully equipped with all appliances. The night area is made up of three bedrooms, the main one being a suite, it has built-in wardrobes and access to a second balcony, and a complete bathroom with a newly renovated shower tray. The other two rooms are individual but to a good extent and are also completely exterior. Finally we find the main bathroom to serve the rest of the rooms. We highlight its optimal, logical and rational distribution that has managed to take advantage of all the useful meters of the house, as well as its height one fifth real, and its luminosity, this home is completely exterior, it has two balconies of 7 m2 each, with privileged views of the city of Barcelona, ​​which allows us to enjoy the sun and light in every corner of this home. Its finishes are of high quality, such as double-chamber aluminum carpentry, electric shutters, heating by radiators, air conditioning splits in all rooms, parquet floors and beech carpentry, and two practical storage rooms located on the balconies. This home transmits joy, energy and only invites us to relax, it is unique and special like its future owner. The farm is of recent construction, it has two elevators and a video intercom. Its location is excellent, very close to the Plaza de Las Glorias and close to 22 @, the Fort Pienc neighborhood, it is one of the fashionable neighborhoods of the coveted Eixample, it has all the services, an excellent transport network, schools, parks and green areas, supermarkets, shopping centers and a multitude of shops and restaurants, without a doubt the best option to build our future home."
Fort Pienc,350.000 €,,1 Baño,,Superficie 71 m,,,,,,,,,Ascensor ,,,https://www.habitaclia.com/comprar-apartamento-obra_nueva-barcelona-i36271004089271.htm?pag=81&ady=1&f=&from=list&lo=59," Fantástico apartamento recién reformado con amplias ventanas que permiten el paso de la luz. Todo el piso es exterior a calle Diagonal, así que tiene vistas despejadas y agradables. La vivienda es de 71m2 aproximadamente, que se distribuye en un amplio salón con comedor y cocina abierta de 41 m2, muy luminoso. Espacio muy aprovechado, cero pasillos. Un dormitorio doble de 18m2 con baño completo y zona de vestidor también exterior con mucha luz. La zona del Eixample es conocida por su gran variedad de oferta cultural, gastronómica y comercial con restaurantes y tiendas de todo tipo. Todo muy cerca de algunas de las zonas más emblemáticas de la ciudad como La Sagrada Familia, L’Auditori, Marina, La Monumental y Les Glòries. Excelentes accesos a la red de transporte público de la ciudad y a las salidas de Barcelona en cualquier dirección. Gran cantidad de colegios y servicios en la zona que permiten una vida cómoda y sin necesidad de desplazarse a otro barrio. Zona de gran belleza arquitectónica y de prestigio reconocido en una de las áreas más emblemáticas de la ciudad condal. Los apartamentos están ubicados en la Avenida Diagonal, una de las principales arterias de Barcelona, a sólo dos calles de Sagrada Familia. A sólo 2 calles también de Paseo de San Joan, una de las calles más vibrantes y deseadas de Barcelona."
Fort Pienc,1.120.000 €,4 habitaciones,2 Baños,,Superficie 170 m,,,,,Terraza 62 m,Calefacción ,,Aire acondicionado ,Ascensor ,,,https://www.habitaclia.com/comprar-atico-obra_nueva-barcelona-i36271004086664.htm?pag=81&ady=1&f=&from=list&lo=59," Increíble y luminoso ático de 4 habitaciones y dos baños, uno en suite, de obra nueva en moderno edificio de gran fachada. Acabados y diseño de alta calidad con espacios abiertos y vistas amplias y despejadas. Sala de estar, cocina y comedor en gran espacio de 58 m2 con un increíble lucernario bañando la estancia de luz natural y con acceso a una terraza. La habitación principal tiene su propio vestidor y baño. El ático dispone de una terraza privativa en la cubierta de 62 m2 con espectaculares vistas. Hay trastero en el edificio. Edificio de obra nueva, obras terminadas. Últimos 8 apartamentos luminosos, con CEE A y suelo radiante. Pisos de 3 habitaciones y dos baños, uno de ellos en suite. Edificio en chaflán lo que hace que las vistas sean despejadas. Acabados y diseño de alta calidad. Todos los pisos de la promoción disponen de balcón/terraza. La cocina es semi independiente y se comunica al salón comedor y tiene salida a un balcón. La habitación principal tiene su propio vestidor y baño. En total son 3 habitaciones y 2 baños. Vivienda con trastero. Al ático de 4 dormitorios, le corresponde una terraza privada. La zona del Ensanche es conocida por su gran variedad de oferta cultural, gastronómica y comercial con restaurantes y tiendas de todo tipo. Todo muy cerca de algunas de las zonas más emblemáticas de la ciudad como La Sagrada Familia, El Auditori, Marina, La Monumental y Las Glories. Excelentes accesos a la red de transporte público de la ciudad y a las salidas de Barcelona en cualquier dirección. Gran cantidad de colegios y servicios en la zona que permiten una vida cómoda y sin necesidad de desplazarse a otro barrio. Zona de gran belleza arquitectónica y de prestigio reconocido en una de las áreas más emblemáticas de la ciudad condal. Eixample es el barrio de Barcelona con mayores planes urbanísticos de protección y desarrollo seguido de Ciutat Vella, lo que lo convierte en la zona más consolidada y con mejores servicios de la ciudad."
Fort Pienc,395.000 €,4 habitaciones,2 Baños,,Superficie 96 m,Año construcción 1981,Planta número 5,Lavadero ,,Balcón / Terraza 4 m,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3996664","VGPSLon\"":2.1776484",https://www.habitaclia.com/comprar-piso-alto_sin_ruido-barcelona-i5844003911590.htm?pag=81&ady=1&f=&from=list&lo=59," Situado en  una parte tranquila del la calle Consell de Cent, pero muy bien comunicado, se halla este piso. Está en una edificio de obra vista construido en  la década de 1980, y muy bien conservada. El vestíbulo está  en muy buen estado , y no hay ningún obstáculo o escalón que dificulte el acceso a personas de edad avanzada o carritos de bebé. También cabe destacar que en la finca dispone de un espacio comunitario en la planta baja, cerrado con llave, en el que se pueden guardar bicicletas.   Es un piso alto (5º Planta), muy bien distribuido, con una luminosa terraza en la que  cabe una pequeña mesa, con vistas despejadas. El Salón comedor  y el dormitorio principal dan directamente a la calle, que al estar pacificado el tráfico  rodado en la Calle Consell de Cent,  son silenciosos. Los restantes dormitorios (3) dormitorios  tienen ventilación  y luz por patio  interior, pero al tratarse de un piso de altura considerable, reciben iluminación por dichos patios. La galería se ha integrado en la cocina, quedando esta última muy espaciosa. Dotada de calefacción con radiadores  de gas natural,  y split de aire acondicionado. El edificio cuenta con párking subterráneo.   ¿Va a dejar pasar esta oportunidad?  Puede ver con todo detalle  en nuestra web  diagonal111. com todas las características en detalle, así como tour virtual de esta propiedad única. Ah, y  nuestra agencia no le va a cobrar comisiones ocultas y sorpresivas por comprar esta vivienda.  Se lo explicamos con detalle: al precio hay que sumarle  el ITP ( Tipo normal 10%), Gastos de Notaría, Registro de la Propiedad y Gestoría. Los honorarios de Agencia son a cargo del Vendedor. Los muebles no están incluidos en el precio."
Fort Pienc,345.000 €,3 habitaciones,1 Baño,,Superficie 82 m,Año construcción 1971,,Lavadero ,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3971300","VGPSLon\"":2.1854400",https://www.habitaclia.com/comprar-piso-alto_con_terraza_y_vistas_exterior_orientacion_sur-barcelona-i5605003962653.htm?pag=81&ady=1&f=&from=list&lo=59," PISO ALTO, CON ESTANCIAS AMPLIAS, BALCÓN, EXTERIOR A CALLE, MUY LUMINOSO Y ORIENTACIÓN SUR! PARA ENTRAR A VIVIR! EN EXCELENTE ESTADO DE CONSERVACIÓN Y EXCELENTE FINCA DE OBRA VISTA! iDEAL UBICACIÓN! EN PLENO EIXAMPLE!  A 2 calles del Barrio del Fort Pienc, en muy buena zona de la Dreta de l´Eixample. Junto a la calle MArina y al Parque de la Estación del Norte. Vivienda de 82,03m2 en muy buen estado de conservación, cálida y acogedora a 2 calles del metro L1 Marina. El piso se encuentra en la 4ª planta real de una finca con 2 ascensores; a 2 calles de la Gran Via y a 1 calle de la Avda Meridiana. EXTERIOR A CALLE, MUY LUMINOSO! CON TERRAZA CON ACCESO DESDE EL SALÓN. Actualmente dispone de un salón de 18m2 exterior. Consta de 3 habitaciones ( 1 doble exterior con armario empotrado, 1 mediana y 1 individual habilitada como despacho ). Dispone de cocina independiente con salida a lavadero y 1 Baño completo de 4 piezas . Dispone de equipamientos climatización frío-calor en el salón comedor. Puerta de entrada blindada. Gastos IBI: 118.77€/trimestre. Gastos Comunidad: 153€/trimestre. Excelente finca de obra vista del año 1971 con 2 ascensores, accesos adaptados: y con la ITE pasada. MUY LUMINOSO Y CÁLIDO,  con suelos de parket y ventanas climalit; VIVIENDA ORIENTADA A SUR. MEDIDAS ESTANCIAS SALÓN COMEDOR: 18m2 /  TERRAZA: 6m2 / DORMITORIO DOBLE: 12m2 / HABITACIÓN MEDIANA: 8m2 / HABITACIÓN INDIVIDUAL: 4.50m2 / Estupendas comunicaciones de transporte, a 2 calles encontramos la Gran Via y el metro L1 Marina, a 2 minutos andando del Barrio del Fort Pienc-Arco de ¨Triunfo junto con todas la comunicacines de Renfe-metro L1 Arc de Triomf  y autobuses. Gran variedad de supermercados, bancos, Colegios, CAPS en el entorno. PISO ALTO, CON ESTANCIAS AMPLIAS, TERRAZA, EXTERIOR A CALLE, MUY LUMINOSO Y ORIENTACIÓN SUR! PARA ENTRAR A VIVIR! EN EXCELENTE ESTADO DE CONSERVACIÓN Y EXCELENTE FINCA DE OBRA VISTA! iDEAL UBICACIÓN! EN PLENO EIXAMPLE!   "
Fort Pienc,325.000 €,3 habitaciones,1 Baño,1 Aseo,Superficie 100 m,Año construcción 1969,Planta número 2,,,,,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3993735","VGPSLon\"":2.1760541",https://www.habitaclia.com/comprar-apartamento-piso_en_el_fort_pienc_calle_sicilia_173-barcelona-i27975003889564.htm?pag=81&ady=1&f=&from=list&lo=59," Piso en Fort pienc, cerca de todos los servicios. Inmueble de 90 m2 construidos, en una finca de excelente comunidad de vecinos. Segunda planta real de altura orientación  Tarragona, con vistas al patio de manzana. Cuenta con recibidor, cuatro habitaciones, cocina oficce, baño y aseo, salon comedor y balcon.  Cerca de todos los servicios y zonas ajardinadas. Fort Pienc es un barrio alegre que alberga la Fira de Bellcaire, más conocido como Els Encants, un extenso mercadillo de antigüedades y rarezas que se organiza bajo un vanguardista techo de espejos. Sus principales lugares de interés cultural son el Teatre Nacional, donde se representan obras de todas las épocas, y L´Auditori, sede de la orquesta sinfónica de la ciudad. La Monumental es una plaza de toros modernista que en la actualidad acoge conciertos de pop y concentraciones de gastronetas. Los restaurantes catalanes, asiáticos y latinoamericanos de gama media conforman la oferta gastronómica de la zona. No dude en consultarnos nuestro equipo comercial con gusto se lo enseñara."
Fort Pienc,297.000 €,,1 Baño,,Superficie 55 m,Año construcción 2012,Planta número 3,,,,Calefacción ,Plaza parking ,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4008388","VGPSLon\"":2.1800030",https://www.habitaclia.com/comprar-apartamento-reformado_en_finca_rehabilitada-barcelona-i11434004000547.htm?pag=81&ady=1&f=&from=list&lo=59," Apartamento reformado y equipado en una finca antigua rehabilitada integralmente situado la calle Sardenya en pleno Fort Pienc (Eixample). La vivienda, a la cuál se puede acceder a su espacioso y moderno ascensor, es exterior a calle disfrutando del sol de mañana en el salón-comedor. La reforma se pensó para que concluyera en un apartamento muy cómodo y práctico, algo palpable tanto en las fotografías como en una visita presencial a la propiedad, disponiendo de cocina abierta a salón-comedor y un baño de tamaño muy generoso. La actual distribución en planta de sus 62 m2 interiores de la vivienda y con su espacio abierto de salón-comedor y cocina, ésta completamente equipada, hace que la vivienda sea un espacio de lo más acogedor. Entrando a la vivienda, tenemos el recibidor a través del cuál accedemos tanto al dormitorio doble con un gran armario empotrado así como al baño de muy buen tamaño y, a su izquierda, el espacio de salón-comedor-cocina exterior a calle como comentábamos. Al ser un 3er piso, dispone de una buena entrada de luz natural gracias también a su gran ventana con vistas a la calle. La vivienda, por supuesto, cuenta con climatización de frío y calor por conductos en toda la propiedad, controlados individualmente. La ubicación premium nos ofrece también una gran variedad en cuanto a comunicaciones se refiere a una sola manzana del apartamento (L2 de metro y diferentes autobuses). Desde luego una propiedad a tener muy en cuenta si buscamos comodidad y tranquilidad en una zona además cercana al centro de Barcelona"
Fort Pienc,549.000 €,4 habitaciones,2 Baños,,Superficie 112 m,Año construcción 1963,Planta número 6,Lavadero ,,Terraza 50 m,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3950195","VGPSLon\"":2.1815786",https://www.habitaclia.com/comprar-atico-oportunidad-barcelona-i5392004102773.htm?pag=81&ady=1&f=&from=list&lo=59," Ático-dúplex en Fort Pienc. Dispone de 112 m2 de vivienda mas 55m2 de terraza. Vivienda completamente exterior en 2 plantas. En planta baja disfruta de 3 habitaciones dobles, salón exterior con balcón mas cocina amplia y baño completo. En la planta alta encontramos una habitación doble y un baño. Desde esta planta se accede directamente a una terraza de 55 m2 con orientación Este. Zona muy bien comunicada.   ZONA: Eixample - El Fort Pienc. TRANSPORTE PÚBLICO: Metro (L1 - Arc de Triomf), (L2 - Plaça Tetuán), Bus y Bicing.  En ASSESSORIA CUATROFINCAS contamos con una dilatada experiencia en la gestión de operaciones inmobiliarias de compraventa y alquiler dirigidas a particulares y empresas. La exitosa trayectoria de ASSESSORIA CUATROFINCAS en el mercado inmobiliario permite poner a su disposición una amplia y atractiva cartera de productos inmobiliarios, a través de información comercial veraz y permanentemente actualizada, que se adaptará con el máximo rigor a sus expectativas. Nuestro equipo de profesionales está capacitado para ofrecerle las mejores propiedades, tanto en el ámbito nacional como en el internacional, mediante un trato discreto, personalizado y multilingüe."
Fort Pienc,239.000 €,3 habitaciones,1 Baño,,Superficie 62 m,Año construcción 1965,,,,,,,,Ascensor ,"VGPSLat\"":41.3970381","VGPSLon\"":2.1774038",https://www.habitaclia.com/comprar-piso-agradable_en_carrer_napols-barcelona-i20224000000396.htm?pag=81&ady=1&f=&from=list&lo=59," Este agradable piso se sitúa en la calle Nàpols, a 5 minutos a pie de la parada de metro de Tetuán (Linea 2), en una de las mejores zonas del Eixample Dret de Barcelona, desde la que disfrutar de la más completa oferta cultural y culinaria y situada estratégicamente a poca distancia del Born y Ciutat Vella. El piso es un tercero de altura con ascensor y está orientado a un amplio patio de manzana, con lo que disfruta de una tranquilidad poco común en el Eixample. Se distribuye en 3 habitaciones (una doble y dos individuales) pero con muchas posibilidades de adaptarse a tus necesidades. Además dispone de un amplio baño con bañera, un amplio salón y una cocina con lavadero. No dude en visitarlo."
